date,cleaned_user_name,cleaned_content,cleaned_title,rating
2022-06-04 13:42:54-07:00,brighteyer,unhappy app right bit leave alone upgrade want track progress making impossible,upgrade,2
2022-05-27 04:49:30-07:00,cheerful2mara,couldnt find information app work sort food recommends there anything worth keeping itthere isnt,didnt want sign learning right,1
2022-05-23 16:49:38-07:00,disofgj,use health class help much,amazing,5
2022-05-13 09:46:56-07:00,suge302,ive year never fully took advantage great tool glad today going forward,great app never used,5
2022-05-04 13:03:18-07:00,review484,app awesome age easy add drankate almost immediately go apple health app recommend app anyone would like diet easily fast,awesome,5
2022-05-02 13:09:51-07:00,berkeleybecca,contact button doesnt work syncing apple health doesnt work quality control entry food database spotty micronutrient like sodium potassium cant tracked accurately ui dated looking intuitive use doesnt support dash diet customer service slow respond regret signing premium version sure,underwhelmed,1
2022-05-01 15:53:33-07:00,talesfromthecrib,impressed going back myfitnesspal,cant import recipe,1
2022-04-27 04:30:00-07:00,jdjax2,using app month bought annual subscription good deal like app work database seems extensive easy enough use tracking food carefully made make better choice however havent seen weight loss first month despite tracking carefully 2k calorie indicates daily light exercise stationary bike pound go 1 day back next scanning measuring food perhaps age health condition daily calorie limit seem slowly tapering app assume thats feature allow finally start losing lack support info doesnt make easy figure emailed support mailbox response slow come waiting 3 plus day last question answered second email sort faq explains work expect looked community forum section intuitive lot food pic see place post question get response user still hopeful little bit disappointed well overall,mixed feeling,2
2022-04-16 08:45:32-07:00,clarkb55,made huge mistake paying premium 5 minute thinking would help im stuck something wont use yearwhy hard enter food,cant figure simply add meal,1
2022-04-15 17:39:42-07:00,corinne1999,able know something good based goal take guessing process,nutrition coach pocket,5
2022-04-06 15:20:20-07:00,bernard jordan,would give minute review app open app youre asking already write video sure review except find little difficult work around app make change necessary using purchase lifetime guess eventually make sense,got app,5
2022-04-02 09:17:16-07:00,userfrom austin,think found app popular fitness tracker gained much traction tbh app still superior ui easy navigate affordable database food grown much also love long list different type exercise even though estimating calorie burned exact science appreciate ballpark number extra calorie need eat dont hurt seriously tried talked apps dont want quit one freaky aggressive wording sticking diet militant exercise cultlike branded phrasing orange yellow earth tone color pleasant also love give flexible target date also set goal based number calorie want eat per day like smaller calorie deficit also bravo warning going 1200 calorie keep responsible pleaseedit deleted star saw data collecting dude collect subscription money dont invade privacy like reason know contact etc also shouldnt app age 4 toddler dont need diet kid teen encouraged diet either given statistic body dysmorphia eating disorder develop life thanks,underrated,4
2022-03-29 22:04:22-07:00,george,sign app ive sent least 4 email trying unsubscribe delete account response almost one month phone number call leave 2 email address nothing app legitimate,permanent account cannot unsubscribe,1
2022-03-16 07:52:24-07:00,brandon1868,app seems okay customer service quick however found enrolled lifetime plan requested refund eligible appears may charged twice membership credit card debit card prefer myfitnesspal,give refund accident,1
2022-03-12 16:07:17-07:00,cam34777,best app class side la jolla,top notch,5
2022-03-10 11:02:58-07:00,kncknkcknanenadesvgh,started app icon pop every single time click something irritating,icon enjoying goody,3
2022-03-10 06:53:27-07:00,kaibab88,paid one time 80 fee pro plan figured since lifetime app worth however didnt log food week profile erased longer pro access dont waste time money crappy app,rip,1
2022-03-02 08:17:11-07:00,debcook7,would like easier navigate,tough navigate,1
2022-03-01 19:28:24-07:00,mkone99,easiest comprehensive food tracker ive used,best food tracking app,5
2022-02-21 12:44:39-07:00,kthealthy,educate whats food eat dont assume got ok fda ok eat,educate,4
2022-02-19 15:14:18-07:00,78193652801657391,amazing app,great,5
2022-02-19 09:45:39-07:00,gray beagle,good simple application easy use search feature could better,good simple,4
2022-02-19 04:07:35-07:00,dated phone,brand new cant figure couple day,confused,1
2022-02-13 17:01:12-07:00,newjoy2912,upset data lost signed paid premium service 282022 signed today 2132022 data gone message sign premium beyond disappointed,lost data,1
2022-02-13 12:30:36-07:00,trial user 12345,wanted good carb tracker signup screen loaded first food order see carb intake asked pay premium version look like good app dont meed coaching etc need simple lookup save time looking info free google,basic free must pay 80year want,3
2022-02-09 23:08:47-07:00,emsmy1luv,ive used app several year best app counting calorie checking value ingredient food buy count calorie like know really certain sauce prepared food eat love scan barcode feature detail read ingredient prepared thing buy hand best app staying healthy tried others always rely one info healthy lifestyle much even mentioned within free option app pretty stoked 4 year using app feature still free,best app keeping track,5
2022-02-09 13:07:57-07:00,xxxoxoxoxoxoxoxo,wonderful app everything needed annoying thing repeatedly nag give review soon start using get chance know good,great,5
2022-02-01 08:30:06-07:00,leemrtnsn,update support advised option save meal used repeat meal helpfuli eat number thing every day oatmeal breakfast ex several day seem way either repeat item meal combination copy paste hope someone tell need wrote email support received basic instruction use app really annoying otherwise like app good base food easy add use similar simple enter food assign meal,repeat meal,5
2022-01-31 07:43:27-07:00,john jacob 27,appreciate bell whistle difficult interact streamlined bit,complicated interact,3
2022-01-30 04:35:02-07:00,cqk1701,real good important put body saying trueyou eat fooducate give u detail food productthankyou,appreciative fooducate,5
2022-01-28 11:22:52-07:00,pk9000,like far would prefer fewer request review im hoping going daily thing dont want abuse,new fooducate,3
2022-01-18 20:25:27-07:00,bb12bb,cant sample upgrade would want,want upgrade,1
2022-01-13 09:19:04-07:00,melb218,excited saw new feature keeping track pet nutrition especially since ive looking app want add supplement whole food dog food would like keep track nutrient im adding anyway ive purchased logged logged back im confused feature work add separate profile account pup thats id prefer found article online mentioning separate app turn april fool joke im confused beginning wonder got scammed 10,paid fooducate pet premium feature,4
2022-01-06 15:40:55-07:00,travonius,cant say enough good thing app lost 30 pound three month eating healthier food using app measuringlogging everything exercise required,amazing tool weight loss,5
2022-01-03 18:50:52-07:00,crosbybeck,wonderful way monitor eating habit super easy log time eat even note made feel eating,truly best,5
2022-01-02 15:46:01-07:00,mamma b 3,really like app slowly surely keeping track health go weight come one big complaint water intake measured cup option favorite water glass 20 oz 25 cup see problem alternate logging 2 cup one time 3 time next great people dont measure fluid cup ounce please update great app user friendly,water update,4
2022-01-01 19:15:28-07:00,teresa reaves,really like ease app adding food tracking calorie im eating aip autoimmune protocol chat feature nice talking others eating way,great app keeping accountable,5
2021-12-30 06:09:00-07:00,demonicly666,recently diagnosed gluten allergy hoping able find glutenfree recipe since im fairly new diagnosis low behold pay app want glutenfree option look like im deleting app guess ill stick pinterest,allergy,1
2021-12-23 11:18:52-07:00,totalxchaos,,far good simple easy use,5
2021-12-17 12:35:17-07:00,max biggavell,great motive educate food take good actually track habit give suggestion make better choice however pointless majority eat database trying add ultimately confusing time consuming,impossible find food eat,2
2021-12-08 02:27:42-07:00,jcikoijom,calificaría con 5 si la app se viera en español,calificaría 5 si la app se viera en español saludos,4
2021-12-02 16:19:58-07:00,jason331891,tell total calorie nutrient breakdown important information need expensive monthly subscription,free app,1
2021-11-11 13:15:09-07:00,wmh2,app less 5 minute deleting 2 item scanned 2 item wouldnt focus 5th one seemed ad something couldnt figure add food ate iphone 13 pro camera capable micro photography went back app scanned 5 item without effort,bar scanning doesnt work,1
2021-11-11 08:21:33-07:00,kitcat3193,app say free download cost information make app usable uninstalling app totally worthless,misleading,1
2021-11-07 00:08:34-07:00,gnome8889,working thanks,okay,5
2021-11-04 11:17:51-07:00,annjjjjannooo,every time use stupid app always ask review go app whack everything dumb app whack god,dont stop asking review,1
2021-10-30 09:19:48-07:00,poppa posey,find app worse terrible everywhere turn want money cannot find way work free app definately user friendly would honestly give minus five star,maybe developer try make feel like jerk well,1
2021-10-27 08:24:51-07:00,olduser1900s,sad healthy buy either expensive food buy membership app calculate carbs sugar etc far calorie calculator keep track weight n stuff want use meh,seems ok buy,3
2021-10-20 11:32:44-07:00,drg0ntr,app said feature needed failed say 90 feature people want need purchased premium package people low income needing help eating right hard enough day buy grocery let alone pay service help eat healthy,useless without buying upgrade,1
2021-10-19 14:48:26-07:00,newtouchmom,hard use app asks nonexistent activation code,cant use keep asking activation code,1
2021-10-19 10:49:52-07:00,jojos dog walker,rd said app get use mynetdiary like said precise designed rds got page add food see nutritional breakdown food eat one hand appears free app asks big money want stuff thought id use invest far idea input food see app offer,first time user,3
2021-10-15 14:13:37-07:00,graymttr,im pretty aware food ingredient already thought app would make life easier unfortunately left unimpressed explanation rating assigned example eating flavored almond sure would get poor rating since second ingredient vegetable oil vegetable oil highly inflammatory overall terrible almond got b next scanned organic lightly salted cashew flavor rated b think app make feel like youre eating healthy could damaging lot room improvement,great concept misleading,1
2021-10-12 14:51:53-07:00,lin bar,paid 299 one month see app im looking entered profile app calculated calorie intake however cant even figure enter food ate today every feature want use upgrade priced individually im willing nickleanddimed see app useful im cancelling,userfriendly senior,1
2021-10-04 15:14:10-07:00,shdjxuchhen,time rethink whoever working email campaign maybe dont call email subscriber stupid im unsubscribing stupid,hey stupid,1
2021-10-04 09:21:45-07:00,wazzup2001,lot missing food entry process outdated confusing,glitchy,1
2021-09-28 07:12:16-07:00,sweetieface1221,work worst app ever want refund,refund,1
2021-09-23 11:15:45-07:00,weizeil,great information,awesome,5
2021-09-10 16:20:52-07:00,tiner9251,get refund app doesnt sync fitbit purchased pro 6th month like app use shopping however scanner slow food tab way deleting food able edit closing example add photo food created,sync fitbit,5
2021-09-04 15:07:40-07:00,wkmingus,update database regularly,regular update,5
2021-09-02 15:31:58-07:00,openedgates,helpful,great,5
2021-08-31 06:53:14-07:00,foodiewithabooty,food base low take forever barcode register used myfitnesspal year saw thought going great upgrade 12 cost wasnt overall okay app feel like simplicity myfitnesspal even free version make app frustrating comparison,okay top line,3
2021-08-27 16:33:12-07:00,techsavvygrannie,many component connection user want certain one like want carbs calorie cant done already happily subscribe noom doesnt offer carb count willing pay monthly fee fooducate get carbs even get started answer lot current health status question couldnt skip otherwise app send notification reminder boo hiss program apps stay consciousness unless summon next stop apple app store account cancel subscription,waay complicated begin,3
2021-08-27 00:35:05-07:00,pastazia,ive tried many food tracking apps year myfitnesspal loseit simple couple cant recall name liked idea fooducate grade different food decided try im glad didnt subscribe purchase lifetime access yet app need work nearly userfriendly apps database food nearly comprehensive program editing diary entry recipe info either possible difficult figure outi use free version day see dont get wanna like list,wanna like,2
2021-08-25 07:24:04-07:00,ksb923,cant figure request refund bought lifetime package saturday highly disappointed lack food available selection database way request refund almost typical thing want log dont exist try fitness pal first,limited food logging,1
2021-08-21 09:35:10-07:00,heidi21183,ive app three week ive already lost 7 lb helpful calorie counter track kind exercise value food eat youre eating healthy watching food even show additive food werent aware even bought subscription never dont regret one bit love app,download,5
2021-08-20 11:46:40-07:00,ramalamadingdong55,might great product every time clicked anything useful got premium version required mean monthly payment became annoying deleted ap,sell,1
2021-08-14 15:12:39-07:00,goodomens42,probably good app bought rate popped 3 time far 10 minute trying find outso 1 star,probably good appbut,1
2021-08-04 08:46:58-07:00,tygamerforce,bought lifetime 90 dollar doesnt make sense buy lifetime another 3999 add gluten free switch going ask life time button included,good app four star,4
2021-07-28 09:33:03-07:00,mermaidyoga87,super excited buy year membership nutrition tracking however scanner never work annoying enter barcode nothing show enter name sometimes appears fix scanner,scanner doesnt work,2
2021-07-28 00:24:12-07:00,gear77,great app,love,5
2021-07-25 14:14:47-07:00,another app store user,us imperial unit obvious way switch metric unit put didnt even want look clarification developer response us imperial unit weight height setup app didnt even get past look food item,us imperial unit,3
2021-07-21 04:18:46-07:00,pogose,used app year refine grocery shopping start getting little lose food company get creative,best app grocery shopping,5
2021-07-20 17:45:04-07:00,birdieky,excellent resource decide purchase processed food,helpful,5
2021-07-15 15:40:15-07:00,foynt,app nice explicitly weight loss app personally feel like doesnt live promise educate food choice there also number thing premium member suppose like better way make app free also frustrating impact full nutritional picture someone isnt gluten free choice add unnecessary extra layer effort,fine,3
2021-07-10 07:19:23-07:00,heartdude,startedhoping learn healthier eating habit,heartdude,5
2021-07-07 13:52:51-07:00,nana demar,im oldschool calorie counter site offer ton product ability add product meal keep track every single meal plan whole day food stick know exactly im calorie wise big thumb,best calorie tracker,5
2021-07-03 10:06:36-07:00,connor557,wont stop asking review every 30 second would suggest fix,wont stop asking review dumb move,1
2021-06-29 09:37:33-07:00,cazoi,im trying figure log im eating easy lot ad dont know better buy premium version im hesitant intuitive apps,easy use,1
2021-06-28 14:33:45-07:00,keepstrongkid,first youre asking order get metabolic information asking sex sex gender second please stick male female want inclusive add intersex,dont like choosing gender guy gal,4
2021-06-18 12:59:53-07:00,rdmck32,good healthy tipsmy new reference,review,5
2021-06-18 02:46:18-07:00,workerbmaniac,really appreciate varied level information derived single input one barcode present fact thats always needed desire improve health tantamount importance bravo,wealth information,5
2021-06-14 06:04:18-07:00,lia gillette,love app however ran issue added food could find mi entered one number label cant figure delete food page,great app,5
2021-06-13 10:00:57-07:00,indraspective,wanted track magnesium omega 3 among micronutrient soon downloaded app found track micronutrient one specifically wanted contacted support via app requesting assistance maybe user error refund got response ive scoured app simply doesnt track many nutrient sent another message week later still gotten response,response support,1
2021-06-07 05:03:17-07:00,3rd time ww,need refund app doesnt work,paid service,1
2021-06-03 08:15:02-07:00,majesty 408,newer updated version less helpful put back ingredient page listed column rated safety individual ingredient side note reason rated good bad potential harm look,bad update go back old style,1
2021-06-01 14:25:15-07:00,camom80,like app recommended swap would super helpful add glycemic index rating add explanation section crucial component many specific diet combined wthe scanner would perfect,pretty good missing gi,3
2021-05-31 06:22:14-07:00,grannie nan,little challenging time sometimes slow food helpful learning better choice,food search,4
2021-05-25 20:31:34-07:00,gig1234077,well im new app first second really think app gonna help 1 better sleep 2 improving mood finally lose weight wanna lose weight healthier feel good highly recommend others try app absolutely amazing,im already loving,5
2021-05-25 16:26:09-07:00,autumn nolan,app made life much easier truly best app people tracking theyre weight loss calorie stuff much knowledge sort thing im new world healthy choice app going become vital part success thank much,weight loss journey,5
2021-05-24 16:18:24-07:00,destructerator,functional application neglected bit much,cute icon,5
2021-05-23 13:55:20-07:00,paul troon,love app experience earlier version quite handy device long nutritional information correct long corrupted commercialism would hate think producer could rate product higher evidence fantasticif make one change would store specific example kroger looking kroger brand peanut list offer healthier alternative shouldnt list target walmart product first saying shouldnt listed first heck kroger care target great app,fantastic,4
2021-05-16 07:45:43-07:00,krafty carolina girl,look promising time tell,promising,5
2021-05-15 17:41:59-07:00,family disappointed,family share work paid subscription family download app paid lifetime subscription doesnt transfer family member bummer spent 93 family organizer purchased lifetime subscription access pro benefit one else even try restore purchase want purchase new plan sad misrepresentation,family share doesnt work,1
2021-05-11 09:06:29-07:00,rayasummer,decided subscription concept sounded great let customize health condition profile show breakdown nutrient food eaten day thats good pro version get although customize health condition change recipe show cater health condition pointless recipe show entered community show recent popular let even customize show kind recipe want see based diet honestly look kind random spend forever searching looking health app would better,pro version useless,1
2021-05-05 11:19:50-07:00,voidgirl,paid pro feature want add allergy pay separately doesnt seem like reasonable value regret purchase,pro feature inclusive,1
2021-04-27 07:40:28-07:00,eleni333,tried app discover even price dont get track many nutrient since im trying vegan diet nutrient tracking important ever thought id able track paid call trial period doesnt seem free wrong free either way eventual price isnt worth able track nutrient couple apps ive tried track far nutrient problem calorie accuracy reliable however think im gonna go back one much easier use fitness pal track nutrient,threw away 21,2
2021-04-25 23:34:59-07:00,safehavrn,actuythinknits pretty difficult navigate compared one ive usedfitness pal however whatever reason ive unable find r recover password,85 still trying,3
2021-04-20 07:06:37-07:00,alrad2019,looking free app help weight loss goal healthy food exercise tracking wanted try app see would enjoy upgrade trial however information logged program show list expected goal ask tap upgrade box done intended time expecting free trial app daily follow progress moving upgrade,app free,1
2021-04-17 18:52:50-07:00,isnrhapsbwozbge,cant even start without making 1 write review 2 go premium jump hoop find couldnt even put today food app clearly say free option premium paid option zero free option youre trying navigate interrupt make rate cant even take 30 second navigate new app app go trash,nope,1
2021-04-15 13:29:28-07:00,applefriedjeans,love idea daily budget easily tracking calorie however two thing would bring next level widget apple watch app widget could see calorie budget without opening app would much preferred,nearly perfect app,4
2021-04-07 08:08:02-07:00,lololololilililol,fitness pal much better,meh,2
2021-04-02 17:40:55-07:00,aekjstella,used use fitness pal encourages healthier choice,love app,5
2021-03-31 10:00:19-07:00,dmauri,app hit different,useful,5
2021-03-30 16:34:27-07:00,pjfan1223,gave b kid yogurt 9 g sugar per 70 calorie 9 x 4 calorie per 36 calorie total 12 sugar second ingredient sugar b,much sugar baby food,3
2021-03-14 07:27:37-07:00,mnfats,downloaded ad asking upgrade trying cant even figure input food eat waisted time go plate better app,user friendly loaded ad,1
2021-03-12 11:35:20-07:00,tbenrle4,downloaded app see liked cant delete account complete scam want get personal info still trying figure ive emailed customer support response,terrible,1
2021-03-11 14:08:24-07:00,gretchin,food look scrumptious helped son lose 245 pound,love,5
2021-03-01 06:28:06-07:00,yamig,really like app ive using year however recently im longer able add new food arent database whenever go upload food prompt tell configured send email ive gone apps setting even phone setting cant find anything enable configuration ive even updated email app hoping linking new email refresh auto configure nothing im loss frustrated cant get use app without feature hoping developer provide guidance fix bug,technical issue,3
2021-02-25 22:03:20-07:00,addictorxd,good easy way track calorie burned thats usually use im person health nut go running everyday like food much next person im trying lose weight helpful toolits also wholesome seeing supporting community app people want healthy share healthy recipe losemaintain weight originally recommended app professor health class ive using ever since anything app make easy keep track calorie also thing offer like guide many calorie consume day database gradng quality certain type food pretty interesting cant find food database quick add input calorie amount log youkudos developer,convenient,5
2021-02-23 22:36:21-07:00,travisplo,okay said title work perfectly smoothly example id enjoy manual calorie burn input external exercise tracker instead forced find something similar trying make match searching minute hour oh also able define date well time exercise meal would nice also ability use flexible measurement system manually type amount gram recipe ability also remove old recipe might nice might start editing old discarded recipe new one entirely otherwise,better could,4
2021-02-22 13:56:48-07:00,pohc,period,shouldnt pay free information,4
2021-02-21 12:07:48-07:00,ymc ghost,like fact enjoy free feature,free,5
2021-02-19 16:54:59-07:00,jj11223344556677,requires sign use app offer app account deletion,option delete account,1
2021-02-18 22:27:20-07:00,jane tribez,succinct app track food exercise daily food quality recipe section allows user identify nutritional info macro personal recipe helpful recipe dont provide info recently started use track exercise progress,use daily,5
2021-02-07 17:43:41-07:00,jloope,would love see apple health recorded activity im finding anywhere connected would like see data,apple health,5
2021-02-06 11:27:41-07:00,deffie,really wanted like app part here like nice simple aesthetically pleasing designbarcode scanner find foodscan manually add foodsshows healthier alternative entered foodsdaily summary page nice track weight calorie hunger level mood sleep free feature here thing dont like muchwish water tracker ounce instead cupsmood tracker could custom mood addi dont like add food doesnt automatically track time added pre determined meal time could like dont personally enter food cant change date food wish dark mode lol compared loseit app doesnt many food system dont really care community diet tip feature dont use people might like,sure,3
2021-02-04 18:51:27-07:00,talmadgemacgulager,liked app first got started wasnt focused weight loss calorie seemed like app learning food appears direct ripoff myfitnesspal reinstalled developed gluten allergy figured app would help scope glutencontaining ingredient nope option dietary restriction behind paywall uninstalled immediately disappointing,used better,2
2021-02-04 06:10:58-07:00,sloliad,app doesnt allow enter ounce,liquid measure,2
2021-02-03 17:24:22-07:00,zuluparrotthead,ive ketogenic nutrition plan 5 month stalled plateaued approximately 2 month agoive come realization eating healthy exercising accomplish much without tracking intake expended calorie fooducate excellent resource track nutrition exercise,simple serious accountability,5
2021-01-28 13:54:37-07:00,vthart,seems though everything relevant helping day requires upgrade,new,4
2021-01-25 07:03:51-07:00,diontre69,great app help decide good food bad love app,review,5
2021-01-24 10:02:01-07:00,didi delray,found fooducate fairly easy way track calorie many food banked though make figuring calorie much harder addition fooducate screen useradded food meal huge useradded bank misleading found simple electronic food scale helpful,fairly easy,4
2021-01-24 07:36:24-07:00,shop jan,love app learned much food help make healthier food choice,awesome app,5
2021-01-24 05:10:12-07:00,iannie409,website informative,diet,5
2021-01-22 13:28:02-07:00,cherrnkind,pay info,rip,1
2021-01-16 07:43:08-07:00,chromefree,might nice app able use unable sign even sign facebook recurring error message appears theyre trying fix problem disappointed,problematic,1
2021-01-13 17:58:17-07:00,barb2014,seems explanation enter data food calorie etc would nice direction,challenging,1
2021-01-12 08:06:59-07:00,loveypuppeies,good app ive noticed block posting randomly normally fix quick think cool feature would show far calorie deficit,alright,4
2021-01-07 00:39:54-07:00,drifter33,could findley,jif peanut butter,4
2021-01-05 19:47:50-07:00,notibug,whole process look fun feel encouraged im retired rn teach diet lifestyle change exciting see work help pt,look like could work,5
2021-01-03 14:30:02-07:00,fhhfgf ha gkzhakyjga,like food,reading dumb,4
2021-01-02 19:24:23-07:00,coll7784,great app ive used year thing thats worked want lose weight focus nutrition rather specific diet plan customizable point calorie set goal monitor progress detail really enjoy daily breakdown looking nutritional value ate day rather focusing solely calorie weight loss personally motivation keep eating healthy keep thinking im putting body ive lost 30lbs total,perfect app,5
2020-12-31 12:13:56-07:00,important request kaitlin,apps offer free feature kind leg,free feature,2
2020-12-31 08:09:43-07:00,lisamq73,looking thought id give try something different track calorie yes break fat carbs protein basic way im looking tracker also count micros know im feeding body right nutrient,looking,3
2020-12-30 06:38:11-07:00,stonetemplepilots2,forgotten password ive requested email reset never get email help,help needed,3
2020-12-29 06:32:40-07:00,sis19890,im trying understand product made wildbrine free added sugar less 5 ingredient non gmo organic consists vegetable low card c scoring tell processed package frozen cheese covered broccoli filled god know hydrogenated oil rating deleted app immediately seeing major discrepancy 711 pizza c,food grading system absurd,1
2020-12-26 14:21:42-07:00,loljhdf,ii used app second asked 4 time review here review,forced review,1
2020-12-25 18:03:56-07:00,rmcclaskey,love able scan label nutritional value helpful,great app,5
2020-12-25 14:11:56-07:00,thefr8,chance use app much yet day signed started get lot spam email regardless whether app good going delete certain selling data capture thanks fooducate,dont use real email address,1
2020-12-18 03:03:16-07:00,juan mo tyme,stop constantly asking review app,stop asking review app,1
2020-12-01 03:35:29-07:00,laicdogg,app could great food grading aspect helpful choose different way eating like diabetic high cholesterol database missing really basic item safeway tried adding pic app suggests emailing within app send even tried cut paste email much work geez im cancelling paid subscription hope get better would gladly pay,disappointed,2
2020-11-22 18:04:47-07:00,trippwelch,love app much love knowing whats food one thing would really like see added app would like little icon telling food vegan andor vegetarian,vegan vegetarian,4
2020-11-18 09:36:43-07:00,vkazan,information checked far nit accurate information people post research,accuracy,2
2020-11-09 20:13:30-07:00,cxriley,tried birthday let enter day year month going use autistic son need gain weight,date doesnt work,1
2020-11-08 05:38:50-07:00,carpentar,tough time building food im eating cannot edit morning breakfast menu choice supplement im taking,starting,2
2020-11-03 21:47:08-07:00,okinawascubadiver,must log often remember face id isnt helpful wearing mask grocery store touch face lower mask log every friggin time,decent app fix log requirement,4
2020-11-03 04:57:58-07:00,mdenley,food recorder serf well finding foodeating analysis ketobased diet lacking daily challenge report food grade seem general diet balance use focusing keto analysis grade c,ok lacking good analysis,3
2020-10-28 19:31:04-07:00,hgdhfgbf,already looking like going help havent even gone date yet,app awesome,5
2020-10-25 11:00:57-07:00,painting kid,im kind feeling like crowdsourced diet information app dating feature get unsolicited request men dont know regular basis okay,dating app,2
2020-10-14 07:12:44-07:00,kilaeua,update october 2020ok ive used fooducate ten year stopped three year ago option allowing u choose measurement serving size inconvenience switched cronometer excellent app ive use fooducate scanning label store see grade thats good ive checked update hoping measurement option would added measure cup happy see today update adding size measure gram gram kitchen scale measure ounce ask siri many ounce equal gram seems im sticking cronometer im considering mymacros seems fooducates time passedexcellent wish option delete old scanned entry dont wish keep app actually eating better,excellent,3
2020-10-07 19:45:10-07:00,konigsforst,fine app lot bar code database though asked sign apple every time launch app ive done repeatedly,repeated login prompt,3
2020-09-27 20:22:54-07:00,athena570,eating food wondering whats inside day yet find app stumbled open felt amazing app well organized played around enjoyed fact could scan food store find healthy app taught lot harmful thing everyday food save money healthy especially like tracker first one ever gotten work preforms amazingly without charge looking know whats food track improve health download fooducate lol sound like ad app awesome,best decision ive ever made,5
2020-09-26 12:13:35-07:00,ilovepizza79,love app like better weight watcher one,struggling tracking,5
2020-09-23 05:54:51-07:00,pycknstuff4,everytime anything app doesnt work even writing review going badly word invisible write,hard figure add good keep track,2
2020-09-22 20:20:00-07:00,twi nkle,year ago app came alternative would go asian food store app food information today many choice including asian market food,fooducate grown,4
2020-09-22 09:40:32-07:00,runaway robot,company seems badly understaffed nutrition score entry highly uneven apparently made wellqualified people familiar current diet food trend lot item grocery store shelf year unrecognized app easily found fitness pal fitbit developer want work photographing listing nutrition info sending kind like paying car repaired mechanic shop asked mechanic repair help one must still wait week sometimes month info send finally added listing notify add info sent many case long ago literally forgotten sent recently rare update major unneeded change ui getting listing uptodate consistent judged highlyqualified nutrition expert familiar today eating health trend encouraged feedback change update listing without giving email address way give feedback thus review one feedback point would made main rating score item much smaller harder read better new ui requires click see info better app developer think improvement mean rearranging info improving actual content frustrating app use many way glacially slow haphazard change may may improvement really good idea done badly sorry say example like actually show photo product better fitness fitbit real time saver lot photo small dark useless search function long needed upgrading intelligent would like support higher level membership cannot good conscience pay bad service pay asked work app people would love see someone take app really execute idea well could outstanding,good idea done badly,2
2020-09-21 04:43:31-07:00,scotthilt,new design look great home screen widget even one bummer,new design look great,3
2020-09-20 21:37:17-07:00,marisol111805,like app cause letsyou track health matter age thats really impotent 100 recommend,great app,4
2020-09-19 12:14:00-07:00,chzanother,app absolutely horrible dont know paying 30 dollar year work dont food entered system popular food wait show system food show junk food youre trying eat anyway also inner face really make want enter food say frustrating would understatement absolutely terrible renewing end year there got app cobbled together elementary student science fair better,terrible,1
2020-09-18 08:40:37-07:00,fooducate lover,love app fun help keep track everything 1010 would recommend,love app,5
2020-09-10 09:31:30-07:00,bkst4,started app hope loose weight need something everyday keep going app posting however app decided censor stop posting said disobeyed term agreement look term agreement nothing wrong anything app besides log food weight frustrated app could fix would greatly appreciate,frustrated,1
2020-09-10 06:18:35-07:00,stvnjs,struggled year lose weight sometimes successfully time much found fooducate much useful tool others tried thing actually enter food ive eaten app make easy also love figure calorie need reach goal grade food extremely helpful supermarket trying determine buy lastly like give alternative bad food way make mind want apple highly processed bar kind might labeled healthy reality,useful tool,5
2020-09-08 09:15:05-07:00,jennlouise,many simple feature need subscription,review,3
2020-09-06 10:50:55-07:00,bobbi jesn,use carb manager focus keto macro fooducate doesnt sync app app syncs health,doesnt sync carb manager,2
2020-08-29 13:21:41-07:00,espanol seeker,really great simple app everything want wanna look see thing really glutenfree like grade food f scale explain ratingsi know really use feature loved year hope dont change thing,fooducate goto,5
2020-08-24 11:25:55-07:00,spacecadet,im trying lose weight push weight loss management tip goal really hard eating healthy doesnt tied unhappy body like body weight want eat healthy take care also pay set dietary preference vegetarian vegan,weight loss oriented,2
2020-08-23 09:11:05-07:00,tpuhl17,loved app started using nearly 8 year ago 5 star loyal customer way much food data clutter recent food way delete ive asked still dont know user cant delete food data food get sorted snack breakfast lunch dinner based meal time determined setting however doesnt take consideration might enter breakfast meal long ive breakfast example hate exact cereal ive eaten every day life last 20 year 530 never entered fooducate 1030am entered breakfast time setting would top list however since wasnt rarely literally scrolled thru 76 food item get food eat everyday least dozen food passed ate month ago first time probably wont eat againno big deal awhile countless time day day searching scrolling food get cumbersome time consuming annoying knowing control food seeive looked similar apps try jump ship far havent found anything thats ringing endorsement fooducate im actively looking might time break,long time user,2
2020-08-20 19:10:18-07:00,thatnicknameostakentryagain,please,please major ui rework gen z love,5
2020-08-12 22:58:42-07:00,accurate,ive tried many health apps one give information body need doesnt cost much im honestly amazed deserves much hype,best health app,5
2020-08-11 05:31:06-07:00,snobean,started trying idea good relentlessly asks feedback way make stop,stop asking give review,1
2020-08-09 05:27:08-07:00,trek bod,unable use,doesnt cater vegan diet,1
2020-08-07 13:39:42-07:00,nixie82711,major help keep track help track water calorie exercise everything else may best remembering use everyday even though nicely remind swear app,using app year,5
2020-08-06 08:56:52-07:00,gberns12,keep track,best health app ever,5
2020-08-02 17:29:06-07:00,lbradford2003,would like refund please happy app supportive ketogenic lifestyle live purchased pro version would like refund please help please thank,refund please,1
2020-07-29 05:30:40-07:00,herplnator,title say,great app,5
2020-07-24 21:31:38-07:00,azuraesd,,worthless described refund,1
