date,cleaned_user_name,cleaned_content,cleaned_title,rating
2025-07-17 15:50:06-07:00,crossword52,im lifetime member who lost 30lbs help app used year without problem recent app update barcode scanner snap feature longer work making app basically worthless top missing restaurant tab programmer need fix bug asap,latest update make app useless,1
2025-07-17 09:45:24-07:00,king ns1,idk even found app actually rlly good ive using year goated,goated app,5
2025-07-17 08:06:26-07:00,kpa9195,used love app lost mfp tanked found never gone elsewhere somehow searchfilterverified option slick android manually enter everything one nothing ever work im finding entering info manually good app write notebook sure issue definitely good,io version trash,2
2025-07-17 07:07:47-07:00,anthojc,developer removed restaurant brand selection filter menu latest update extremely useful made app twice cumbersome use keep looking option renewal coming soon,remove restaurant brand filter,2
2025-07-17 05:33:32-07:00,jane n america,want calorie counter macro nutrient info like ww dont want lot intrusive question,hate,1
2025-07-17 05:07:11-07:00,2512232720,available app set,24 hour fast 30 hour fast,5
2025-07-17 04:38:44-07:00,kleannep,paid noom used intermittently quite expensive yes article information noom great work also 4 5 6 time expensive found like lose food base better like usability better affordable signed reluctantly deciding noom cost much pleased jump,better noom,5
2025-07-16 15:43:40-07:00,3d bot,app functional tolerable ui tried instead clogging every possible millimeter unwanted feature cant remove making completely illegible infuriating time consuming use ui much cleaner informative doesnt use vapid scifi aspiration make feel though spock science recording tbsp coffee creamer sorry basic math head keeping running tally nothing vulcan excited cartoonish bell whistle much excited app quick painless use,tolerable ui,5
2025-07-16 11:33:47-07:00,happyornotcustomer,lost 2lbs gave free edible definitely recommend lol,recommend,5
2025-07-16 09:46:01-07:00,sn00gums,nvr write review felt like today app free thats good offer abunch thing help track bad thing find doesnt food restaurant think thats bc restaurant tried put werent chain,welp,4
2025-07-16 09:22:21-07:00,big daddy fat neck,amazing app affordable helped reach weight loss goal almost 80 pound,life changer,5
2025-07-16 07:01:59-07:00,mismlwinr,jt really help watch eat help keep eating much truly good,counting,5
2025-07-16 06:19:07-07:00,pellakin,need subscription use feature even pretty basic one like scanning barcodes add food sticking calorie plan hard enough without using tool make work need,free version isnt great,2
2025-07-15 15:55:02-07:00,saff3134,wont lie app helped lot lost nearly 70 pound since starting still help however feature keep getting put behind paywall notably ability scan bar code put food app,useful feature keep getting taken premium,3
2025-07-15 13:39:56-07:00,frenchiee31,ive used app year finding requiring pay premium service order use basic feature barcode scanning paying app anymore going switching something basic function entire purpose app able log food efficiently,new premium feature,2
2025-07-15 10:34:01-07:00,m hardworking,weight loss journey lose big help logging key weight loss journey see number calorie help make better choice number exercise encourage exercise many tool app help stay track,tool success,5
2025-07-15 09:35:16-07:00,goldilocks1953,started using pedometer track calorie burned walking conjunction loseit starting march 2010since ive lost kept 32lbs 40 want lose dropped 2 dress size size 6im wearing clothes motivator closet havent weight since son 1988i dont exercise hence pedometer love appupdate 725im still loyal loseit hold accountable current weight thank goodness app offer nutritionist appts definitely help watch eat record along trying incorporate exercise,lost,5
2025-07-15 08:25:17-07:00,groll999,free trial supposed free several day premium charge would kick without notice got charged 2 day prior free subscription ending app tried cancel there button next chance cancel july 11 2026 ridiculous dont say werent warned charge let cancel,cant cancel,1
2025-07-15 06:46:03-07:00,geek5678,instruction say apple subscription show im gonna fight charge,cannot cancel free trial,1
2025-07-15 06:42:25-07:00,moxyz22222,helpful keeping accountable helping achieve permanent lifestyle goal versus dieting trying eat lowcarb high fat protein maintain good fibre level,easy use,5
2025-07-15 03:39:50-07:00,mynicknameis6767679027,use app several time week weight calorie tracker used basic level year love user friendly verified option necessarily accurate however,good tracker,4
2025-07-14 20:37:19-07:00,airborne911,recently programmer removed essential feature app could look restaurant brand tab without seeking input loseit community removed essential feature making difficult add restaurant food daily intake used great app frankly garbage searching app store apps feature still wont using loseit app renewing subscription,used good app,1
2025-07-14 18:01:28-07:00,sy496,first loving app realized almost everything scan put carb content add isnt end world get obnoxious,want love,3
2025-07-14 16:04:00-07:00,bamsam said,need remove brandrestraint option much easier scrolling find correct verified answer literally reason remove feature,happy update,1
2025-07-14 15:44:51-07:00,vsangel25,since last update app completely frozen unable click anything,app longer work,1
2025-07-14 09:34:34-07:00,ravan bird,always go always work easy stress everything findable barcode make easy,work,4
2025-07-14 09:17:25-07:00,internetpersonality,rating recent update app overall recent update seems eliminated restaurant tab info found elsewhere online really helpful feature app hope bring back new update,recent update removed restaurant tab,2
2025-07-14 06:27:13-07:00,crsmx,used many apps past noom ww far easiest additional mini article link understand nutrition exercise,app amazing,5
2025-07-13 22:25:33-07:00,legaloutlier,app great lost 26 lb scan feature work half time remains black screen would prefer fixed easy access paid pro,issue scan feature,3
2025-07-13 17:33:46-07:00,dakota42,im disappointed new ad effort sell spoil app annoys point quitting,dislike newly added option ad,2
2025-07-13 15:53:58-07:00,dr michelle gallagher,love save weight year track,great,5
2025-07-13 13:24:05-07:00,robbie sweeny,last 3 day app saying earned 20003000 calorie making app useless allowing track calorie correctly hence useless,calorie burned,1
2025-07-13 04:39:47-07:00,jomiller81,cant use app every morning opening frozen since last updateplease fix impossible log anything,latest update incredibly buggy,3
2025-07-12 16:57:23-07:00,harpmaker,since latest update app frozen log screen neither restarting app rebooting phone help please advise,frozen,5
2025-07-12 13:49:17-07:00,hoodrat91910,july 2025 update ive using loseit since 2009 im premium subscriber love app however seems recent update removed ability search food using restaurant name sad see feature gone please bring back useful afternoon lunch restaurant wanted log one side dish went check thats discovered ability search restaurant name removed ill go restaurant website look elsewhere nutritional information probably know difficult findjune 2021 update loseit widget longer working iphones widget say cannot load information ive removed reinstalled widget time see would fix doesnt please address issueoctober 2020 update seems screen join challenge working properly sometimes button screen work sometimes dont unable join challenge month october reason specifically join button doesnt respond button go view challenge also dont work november 2017 update developer still addressed concern useradded food item often incorrect inaccurate wish way could screen entry app dont want see food item user entered dont trust information accuracy quite honest wish would take away option user share food entry entire community altogether much wrong information crammed food nutritional database way august 2016 update app improved since last review 2015 im glad developer addressed issue many others also complained one thing wish would improve app would make option see food added database user time database getting crowded inaccurate incorrect entry user reason want see entry made user wish way screen recent update april 2015 terrible remove ability add custom food guess maybe want use builtin scanner start scanning barcodes create new food item log dont like invasion privacy half time bar code incorrect information anyway regarding nutrient calorie fat content etc learned hard way automatically download install app update downloading recent massive loseit update came read review thats discovered latest update ruined app soi didnt bother downloading update iphone instead wait update released get good review user glad loseit app still measure food cup ounce tablespoon etc gram,latest update removed searching food restaurant name,3
2025-07-12 10:46:02-07:00,smcfrosty,latest update locked app use contacting support automated cant get solution deleting reloading delete data phone appears,latest update locked program,1
2025-07-12 09:34:17-07:00,alex64225689942158994,seems like sophisticated app cant understand much arent interested getting user feedback help article confusing appthe food log based around eating commercial processed junk food hard add basic ingredient without bar code voice entry wont let add edit text dumb,confusing unintuitive,2
2025-07-12 04:47:14-07:00,trashpanda30,app decent paid annual subscription loving app update there tab verified restaurant grocery store log food one best feature app removed please bring back change review back,honest review,3
2025-07-11 19:48:57-07:00,kcop,latest update crash iphone app get open screwed please fix,freeze iphone app new 71125 update,1
2025-07-11 09:47:08-07:00,life tough tougher,beware snap food even food listed total calorie breakdown nutrition meaning zero protein fat carbs etc screw macro tracking thought really low protein ended buying protein shake add protein realize later data nutritional value missing actually didnt low protein incorrect data wrong data wrong information make sure look nutritional value many zero value zero gram protein carbs fat item like beef fish know wrong,nutrient breakdown 0,3
2025-07-10 23:16:23-07:00,maui appstore user,struggled tracking food quite time lose app make easy become habit take photo im eating app estimate pretty accurately nutrition information also speak im eating search food scan label connects garmin connect app apple health app well choose include exclude exercise day show day calorie intake underover week well one flaw app community module available free user well paid subscriber result user bombarded friend request scammer looking defraud user would encourage apps developer switch feature premium benefit,app nearly perfect,5
2025-07-10 21:32:46-07:00,amajles1,ive lost weight many time app stopped working recently updated huge ad space track calorie meal horrible placement,many ad,3
2025-07-10 17:09:04-07:00,tony930,recent update removed tab log verified meal restaurant custom meal chipotle cannot log meal accurately track macro please fix,recent update lost feature,1
2025-07-10 16:52:13-07:00,skyebluebird,really like app easy add food create recipe pretty large food library choose gripe app net carbs youre low carb there way correctly count net carbs cant account thing like allulose sugar alcohol cant game adding fiber youre trying keep track doesnt work could added future release thatd amazing love app though one best food journaling,love itwish counted net carbs better,4
2025-07-10 09:39:47-07:00,todayisjae,im sure latest update app none scanning option working whenever try scan food whole app freeze close app entirely get back,latest update,3
2025-07-10 08:40:43-07:00,justronni,app really great come ui food cataloging think two really major pitfall make want switch something else end subscription termfor reference trying lose fat build muscle time tricky need specific macro also never light person losing weight incredibly important trickythe issue loseit following1 dashboard incorporate planned food individual macro show planned food percentage macronutrients section fiber protein not2 verbiage im used using fitbit app tracking food switched garmin also started using loseit problem app frame calorie calorie available consume instead calorie fitbit eating deficit wrong term use one widget refer calorie wish would consistent across entire app eat calorie available eating maintenance losing weighti tried myfitnesspal stopped using locked barcode scanning behind paywall may switch macrofactor something app stay current stateall app dont good relationship food may thing going make hard lose weight people find losing weight easier side need track caloric intake,great app important downfall,2
2025-07-10 02:13:57-07:00,xraven72836x,getting bombarded candy crush ad automatically asking grab premium removing feature actually made app useful scanning barcodes example might well use pen paper track calorie community feature premium barcode scanning meal planning fasting anything everything app use free pay walled im 120 pound use god send use logged restricted track calorie literally using like pen paper sad see greed get way changing people life better,became money hungry,2
2025-07-09 15:17:17-07:00,dr coal,ive using app since 2009 run weight loss program patient download program find stripping away feature try get people buy premium shameful looking another app,customer since 2009,2
2025-07-09 13:25:20-07:00,im herrre,day snap picture thing get paid expect know calorie thing thats literally apps job dont recommend,dont get,1
2025-07-09 11:59:27-07:00,marlafairley,need say front main wording 7day free trial spent 20 minute answering question finally showed plan said 7day free trial,deceptive,1
2025-07-09 09:43:50-07:00,mcmellett,eaten healthy still gained weight knowing calorie intake helpful month ive dropped 10lbs healthy way fad dieting eating want within calorie budget app helpful,brainer,5
2025-07-09 07:44:42-07:00,,app keep honest list eat see eat good bad,,5
2025-07-09 05:58:49-07:00,mdpres,used lose app back 2008 enlisted army needed lose weight prior basic training knowing caloric budget could give calorie back physical activity exercise really worked menow 17 year later im army new transitionperimenopause new chapter come serious weight gain downloaded app second time im already losing weight learning even macro great since attending culinary school next spring already plan meal around daily calorie budget found new delicious way substitute notsohealthy ingredient nutritious one weight sleep log also help keep trackthe app come long way partnership berry street gotten touch dietician covered insurance look forward learning even moreits never late,great tool build healthy habit,5
2025-07-09 00:28:18-07:00,stollar77,dont download make process canceling hard definitely hide hit 3999 way get back,dont hard cancel trial,1
2025-07-08 12:47:45-07:00,lindabalcazar,signed free trial wanted cancel hard figure cancel seems pretty shady signed apple account app weird email definitely,difficult cancel,1
2025-07-08 10:59:12-07:00,eastbayvisions,started using app impressed far im south asian woman family predisposed obesity diabetes im glad make healthier choice using loseit guide,great way start counting calorie,5
2025-07-08 09:06:19-07:00,mads4585,best app ever calorie deficit trust calorie deficit help drop weight fast lost 64 pound week,best app,5
2025-07-08 07:33:07-07:00,whatsthisfor,lifetime premium advertised 4999 agreed charge see 94 charge apple also adding annual premium marketed raised issue dug heel shady business practice,bait switch lifetime premium,1
2025-07-08 06:46:12-07:00,lukejukes,youre privacy conscious dont want sensitive health data given advertiser would steer clear lose actually enjoy app limited privacy choice even paid customer make,privacy risk,3
2025-07-08 05:20:59-07:00,jj osolate,using 15 year awesome app ive able lose maintain weight,get app,5
2025-07-07 16:34:29-07:00,nbndrelyks,used app great effect year ago decided pick back help shed extra pound theyve gone hidden barcode scanner behind premium subscriptionas getting pelted ad every time put entry wasnt enough revenue seem determined squeeze every penny cannot thanks ill use different better app,greed strike,1
2025-07-07 16:11:48-07:00,akdjeijfjdksjslj,app gotten fancy want track calorie therapy session goal want ask question setup fine give ability bypass none business,og basic version best,1
2025-07-07 13:00:59-07:00,se660,dont need bell whistle app dont pay fee hiding basic data behind pay wall cant see protein carb fat data anymore come,holding data hostage,1
2025-07-07 07:03:03-07:00,blunt2023,first got trying lose weight couple year ago great could scan thing would say majority time correctly pay app thats mostly wrong used free understood probably wrong deleted today didnt even know avocado im sorry health app doesnt know avocado got right saying health app,app gone downhill,1
2025-07-06 19:14:16-07:00,jujumoviejules,accountability scrapbook,exceptional helper,5
2025-07-06 17:59:03-07:00,snwjbdmqio,little disappointed charge scanning feature use really great able scan add meal stopped using since,good used,3
2025-07-06 17:45:51-07:00,twomanydogs,ugh used pretty religious logging meal loseit much less motivated log meal answer 20 question record midday snack,used love app,3
2025-07-06 15:55:05-07:00,justjuli1031,dont tell front subscription based app put information time cant afford pay subscription id like known wasted 15 minute getting hope,disappointed,1
2025-07-06 12:14:11-07:00,freezeeduck,wanted start counting calorie get bit healthier apps tried confusing use used one looked easy add age said young im allowed use app,im old enough,1
2025-07-06 12:11:22-07:00,trial offer scam,youre able cancel trial end say cancel apple subscription however listed yet youre signed subscription yet cancel way steal fee,dont get scammed,1
2025-07-05 13:26:08-07:00,joe venice florida,nice simple app tracking one weight theyre wanting subscription boo,app longer free,2
2025-07-05 04:03:30-07:00,sin loi,program almost impossible keep track meal like keeping track calorie walking dont know step mile going go back manual tracking im 81 year old today hate keeping written log keep asking buy better program without seeing lived program several year helped avoid kidney failure weight gain,change,3
2025-07-04 21:05:14-07:00,grossappalways,easy use addicting always check see progress,never write review,5
2025-07-04 06:03:47-07:00,newsfan22455,used app several month using best estimate food quantity staying calculated calorie lost 20 pound 6 month less predicted adequate also started exercising replacing fat muscle weighs heavier app really help control portion size start understand many calorie portion accuracy come underestimating portion size experience ask three people big portion plate 3 different answer,app work,5
2025-07-03 14:35:01-07:00,lindaluc,using lose religiously month game changer im modified alternate day fasting 500 calorie day regular 3 meal day every day working love lifestyle weight steadily going,excellent app,5
2025-07-02 21:40:56-07:00,radtechblue,wife love app losing weight lost 40 lb using work,best,5
2025-07-02 07:31:31-07:00,eod 6,enjoy using fit allows ensure stay active slow day day however ever since change day light saving active dont show daily screen,loss read out,4
2025-07-02 07:26:01-07:00,orbitwhitegum7,used love app reliable helped reach goal scan function almost never work im manually entering food hassle usually care go disappointing love app,,2
2025-07-02 04:54:56-07:00,dceyes,app keep accountable help set goal,great tool,5
2025-07-01 22:26:48-07:00,captainsarah,made switch myfitnesspal month ago love app feature miss press done logging fitness pal tell everyday like today 5 week would weigh xx much found super motivating however loseits page press button confusing find less motivating,fantastic calorie tracker,5
2025-07-01 14:03:32-07:00,elmosplib,using lose app week impressed calorie counter feature definitely helping lose weight,far good,5
2025-07-01 08:10:08-07:00,pappy ezra,love appive lost 13 lb 3 weeksid give star couldupdate lost total 40 pound want lose weight use app work anyone use itupdate 2 ive kept weight year remember use lose every day take little bit discipline part keep track thing weight come help lose badly want lose weight,great,5
2025-07-01 05:49:37-07:00,jh2882,looking free app count calorie looking didnt realize wasnt free gave information clear front,free,2
2025-07-01 03:58:52-07:00,spoerlx3,im almost obsessed making sure log every bite put mouth im using lose app lose weight extremely successful logging meal snack make accountable im eating help stay calorie intake set accountability key lose done,work,5
2025-06-30 08:50:35-07:00,slow pricey,someone big picture user interface design skill need turn mess usable app there lot find app potential current form,im lose,2
2025-06-30 07:35:50-07:00,breakfasthistorian,used great app theyve removed feature like scanning barcodes made app one better calorie tracker adding paywall show loss another great appt corporate greed would recommend current state unless plan add another subscription service age already many,used great,1
2025-06-30 07:26:17-07:00,malkpendragon,really tired logging app sit slide trying sell subscribing enough app ad already offering need im trying quickly add food sit another flow take multiple step get offer way skip flow,tired upsell,2
2025-06-30 06:07:06-07:00,djdjsisnwjwlanfudi,deleted app account made change scanning barcodes premium feature thats absolutely ridiculous understood aspect part paid package cross line im,pay wall,1
2025-06-30 04:59:51-07:00,jhollycali,literally best tracking app found using year track everything need userfriendly pull favorite food meal perfection,using year love,5
2025-06-29 22:38:56-07:00,actually free calorie app,make go whole process answering question force enroll paid program actually free thing advertise,like rest,1
2025-06-29 18:57:58-07:00,omgtsucks,absolutely love app im obsessed however recently updated watch gen3 apple watch gen10 apple watch lose app updating calorie bonus based ring apple watch keep getting told delete app reinstall check setting unpair watchphone work day go back updated frustrating loved much bought app 1 year going lifetime im looking new app please fix syncing issue apple watch 10 loseit app,loved updated watch,4
2025-06-29 12:53:59-07:00,exoticgem,ive app year even paid version somehow theyve lost plot constant app advertisement glp1 weight loss injectables continue pop disgusting irresponsible occurred people use app thing healthy natural way constant shoving marketing glp1s throat making want delete app loseit nothing seeing review,irresponsible behavior lose pushing glp1s,1
2025-06-29 09:06:07-07:00,motherofbosties,ive app 10 year sudden made ad play every time add meal anything look another app im paying monthly see ad every time look anything,annoying,1
2025-06-29 09:05:07-07:00,elisaace,started cant really say much started week ago lost 2 pound working,trying lose,5
2025-06-29 08:12:38-07:00,ozogirl,please add milestone picture beyond 85lbs lost motivating see pop,good free app,4
2025-06-28 10:16:54-07:00,valeriagomez7,signed free trial wouldnt let cancel figure loophole order finally cancel still charged 40 dollar month didnt,get,1
2025-06-27 11:12:02-07:00,jonathan dsouza,app far best barcode scanner lifesaver however want point showing nutritional information daily recommended value form percentage term mlgram etcit would really helpful add know much vitamin mineral supposed eat day overall happy app,daily recommended value,5
2025-06-27 09:00:07-07:00,hpd8,able changecontrol start day week incredibly disappointing hindered success result make switch myfitness pal least mfp respect user allowing autonomy health fitness goal li need better,disappointed,1
2025-06-27 06:59:07-07:00,ladystrose,best app ever used used year meet target weight,amazing result,5
2025-06-26 20:25:11-07:00,margpate,app terrific easy use help stay track monitor progress thefood im eating,great app,5
2025-06-26 18:19:58-07:00,kbunnye,used app several year used love feature really helped even premium account long havent used month decided go back using seems almost everything used free longer free get real use app upgrade premium loved able use scan feature cantunless pay upgrade see macro upgrade real benefit pay disappointing see direction developer taken app,used greatnow much,2
2025-06-26 15:53:39-07:00,antthoughknee,good app mean pay scan something daily plan isnt little egregious,money grab,2
2025-06-26 07:24:01-07:00,navahoooo,think allow scanning food without premium membership,review,2
2025-06-26 05:19:38-07:00,gloroz,many feature love app upgraded premium really enjoy fact could take progress picture save onto app based weight loss also enjoyed several accomplishment recognition give really great tool weight loss,loving,5
2025-06-26 02:58:43-07:00,lagsonline,non premium functionality something im grateful,non premium,5
2025-06-25 13:00:47-07:00,littleposada,however guy made difficult cancel subscription,good app,5
2025-06-25 10:56:53-07:00,honest user,got question remove food added accident longer need food tab,great use time,4
2025-06-25 10:03:27-07:00,cyan411,best app tracking everything dont waste money anything else subscribe lifetime subscription im happy,best app tracking everything,5
2025-06-25 09:12:46-07:00,rachela1235,sometimes want log sometimes dont dont want sent whole demoralizing survey dont use app didnt fall wagon im getting back track didnt want obsessively log everything day want check im dayits frustrating enough leave app fantasize writing,good feature hate,2
2025-06-25 04:57:37-07:00,customwebprogrammer,program continuously improved since started using 12 year ago easier add food database huge one annoyance anytime lost weight nag review matter submitted one two day ago asks review day weight thats stacking deck isnt work well im glad subscribe,great logger constant nag,5
2025-06-25 00:35:39-07:00,kelsy belsey,please let app 10 18 high since im 12 really want able look like friend sport dont sport since parent look cheer boy school say ive gotten fatter please want feel pretty,,5
2025-06-24 22:36:35-07:00,colleen bal linger,horrible,horrible,1
2025-06-24 18:03:25-07:00,pennywiththatpenji,im mad took scan barcode feature made premium love app using year watched develop throughout time thing liked app scan barcode feature would enter nutrient automatically without im honestly thinking switching apps,shouldnt took away scan barcode free user,3
2025-06-24 11:35:24-07:00,quietgirl158373,ive wanting lose weight awhile ive struggling eating motivation anything work towards goal help close friend found app decided give try course question answer struggle want want work towards give different method try change time getting habit thing always struggle well tracking meal ended easier thought also track exercise motivated lose weight finding app helped ton lost almost 15 pound three week course thats ive watched calorie exercised daily know proper tool support motivation would definitely say app worth,help,5
2025-06-24 11:05:13-07:00,flip1018,app motivated helped lose weight like none went understanding going take lot power ready date ive lost 40 pound happiness level skyrocketed fantastic app,waiting,5
2025-06-24 09:23:41-07:00,andreaz2025,micronutrient tracking please,customer since 2016,3
2025-06-24 08:54:46-07:00,tperson,requires 5 tap add regular food item timestamp paini sent feedback told didnt think mattered,clunky,2
2025-06-23 10:28:42-07:00,biyxtren,thought locking previously free feature behind paywall apple term service apparently apps time one included barcode scanning paywalled,apple tos,1
2025-06-23 09:38:15-07:00,sandybeach2019,wanted free app track calorie tracked breakfast lunch wouldnt allow track anything without paying subscription fee,free,1
2025-06-23 06:54:01-07:00,kate buffalo ny,app extremely difficult cancel charge subscription fee apple app store there way receive refund checked app website ability cancel there nothing found buyer beware,app scam,1
2025-06-23 04:26:45-07:00,justinm1997,took feature barcode scanning free last 56 year ive used app locked behind subscription sure else got treatment dont feel like using app anymore find app cool tracking calorie constant pop ups advertising premium discount get annoying,free feature removed locked behind subscription,3
2025-06-23 03:28:52-07:00,jgparker1,ive using app 8 year journey losing 100 lb ive learned mindful eating using recommend anyone want change relationship food pay premium version worth,eight year counting,5
2025-06-22 19:44:10-07:00,symbolicsky,there point using help mental physical health improve going already sparse budget,cant afford subscription right,1
2025-06-22 12:54:11-07:00,amon1209,ive paid subscription lifetime feel like waste money camera scan barcodes hardly working anymore devs need get,camera working,2
2025-06-22 11:00:22-07:00,janetgoble,using app awhile absolutely love track weight food allows mindfully aware food choice love snap voice also scan bar code simple,lose app,5
2025-06-22 08:05:26-07:00,1crownjewel,app allows user enter metric water consumption easily determine caloric intake review eaten however lost come recording food eaten scan nice easy efficient find option measurement available case say serving food item knowledge serving would someone want record metric move completing input food app frustrating using app 6 month maybe longer agree doctor maybe time focus help recording health metric,lose,3
2025-06-22 07:06:50-07:00,buttersnatch123,calorie either correct amount user based great certain extent people cant spell cant find food thats already database calorie sometimes im constantly double checking package googling calorie might well write elsewhere realized someone screw around change calorie oversight,calorie count,1
2025-06-22 07:01:03-07:00,f arnold,really enjoy using loseit app easy use love scan bar code found lot restaurant food data base love,awesome app,5
2025-06-22 06:11:50-07:00,algerniece,easy use help along journey stay track basic package include water tracking,love app,5
2025-06-21 10:10:15-07:00,kat poston,help keep track calorie progress free version little feature,good,4
2025-06-21 09:15:55-07:00,ulfoaf,really good way track food exercise work well apple health main exercise app mapmyrun five tendency suddenly start charging something free first really really obnoxious ad hade pay avoid took away ability scan upcs offer good deal premium membership took recently offered lifetime mem membership 50 suppose gotten lot little money payed lost 85 lb still dropping,using year,4
2025-06-21 08:44:13-07:00,skylerlindhorst,app lovely real person ive lost 25 pound 4 month stay strict diet workout even get treadmill 30 min day high incline 3 speed trust,awesome,5
2025-06-20 14:28:33-07:00,broken renege,first week pretty nice screen taken ad difficult see x button,obtrusive ad,1
2025-06-19 13:58:00-07:00,assyrian188881,keep getting email buy item gift,keep getting email buy,2
2025-06-19 13:42:36-07:00,simmy sf,easy use feel deprived stuff 8 month lost 38 pound far,love lost 38lbs,5
2025-06-19 13:02:30-07:00,bodhi gato,love app im mounjaro need track protein really closely track many facet diet wellthe one big thing missing beverage log g glass wine chai latte dont log snackssurely developer dont think drink water add daily beverage log,need beverage log,4
2025-06-19 11:02:16-07:00,gullum45,app store say 4 whenever try sign least 18 dont put 18 17,4,1
2025-06-19 07:25:43-07:00,pookie599,great app keep accountable,great app,5
2025-06-19 03:35:48-07:00,dude perfect rock,get used bad hard thinking might good program,loser winner,5
2025-06-18 13:15:07-07:00,pingpapi,loving app far easy navigate scanner way go input calorie used ai tool impressed probably useful going eat thing wish added option track calorie weightmuscle gain app doesnt recognize goal think im much got lifetime subscription since great deal,great app far,4
2025-06-18 05:47:58-07:00,themichiganmaddog,ive app quite year come discipline put information stick helped year keep track eaten help understand gained weight lose weight based type quantity food eat great app would definitely recommend 10ratscom,themichiganmaddog,5
2025-06-18 03:39:38-07:00,smegaltoo,told weight loss doctor many year ago app use easy easy usethe database food huge barcode scanner selfexplanatory reason food listed allows quickly create item add database believe tried others year app one use kudos great job keeping simple even good support issue one time ask technical question received response less 24 hour 5plus star,number 1 app,5
2025-06-17 13:32:29-07:00,drb2851,like concept intuitive take forever put meal there icon corresponds time consuming log everything,complicated,3
2025-06-17 05:32:29-07:00,bargainal,using lose easy use great benefit reminder app helped track lose 108lbs,easy use helpful losing weight,4
2025-06-17 02:30:37-07:00,informationmaven,recently traveled internationally several country didnt know language barcode scanner worked every item scanned thrilled feature still available help stay track,barcode scan great,5
2025-06-16 18:13:24-07:00,logan madison dean,like take picture food check calorie get awesome,best app,5
2025-06-16 16:16:28-07:00,angeldemonboy,please positive go calorie budget make feel bad going could really affect people negative way id like positive reinforcement go meet instead making feel bad good app help dieting also food nutrition fact wayyy make go way know nutrition fact hate put manually,positive,3
2025-06-16 13:47:09-07:00,tays93,used love app put barcode scanner behind paywall although doesnt make app useless make pretty inconvenient quick tracking,terrible update,1
2025-06-16 07:52:40-07:00,gmabec,love app easy use really enjoy ability speak scan snap photo one feature wish would logged food error snack would great able tap button change entry lunch dinnerinstead reentering deleting entire meal also able delete individual item instead delete entire meal 7 day trial paid 40 year ill definitely research apps rather sign lifetimeif feature addressed would consider lifetime subscription,great app,3
2025-06-15 15:10:51-07:00,sofidagaot,say 4 plus order use app reality need 18 false information,young,1
2025-06-15 14:55:18-07:00,venus1173,please remove add meal pop necessary im trying create recipe dont need put meal,horrible update,2
2025-06-15 09:21:58-07:00,mr emery,app great,great track meal,5
2025-06-14 21:21:06-07:00,covertyankee,used app religiously past two week really like scan food tracker would given app 5 star missing thing id like track vitamin vitamin would also like breakdown carbs like calorie counting app lose good value price lost weight using tweak would perfect,missing thing,4
2025-06-14 14:34:41-07:00,halbbb,im paying subscription use barcode scanner cant even use,bugged,1
2025-06-14 07:11:23-07:00,sisterray,update totally forgot app work thought id try never made past question lol want set goal start logging food exercise super simple dont allow already know goal im suggestion far offold review cant get past million annoying question start tracking calorie exercise way skip update tried got annoying question doesnt let customize anything must suggested plancalorie goal deleted app wasted time,annoying question get started,1
2025-06-14 06:53:39-07:00,gtiphone,difficult cancel app doesnt work well taking picture food cumbersome ui expensive waste kind trap,difficult,1
2025-06-14 05:59:17-07:00,rlt679,great app easy use,great,5
2025-06-13 19:15:11-07:00,saraalinia,used use app often many saved recipe still use every time want know nutrition value recipe biggest complaint dont use app time open go entire questionnaire frustrating hoping selecting use old plan option would exempt going every single question nope ask developer please rethink,could use improvement,4
2025-06-13 18:02:08-07:00,eva,love scan bar code add great1010,great tracking calorie,5
2025-06-13 15:22:06-07:00,losingit88,love app,,5
2025-06-13 08:16:46-07:00,senita e,year ive weight thought right thing eating healthy working consistently really underestimated much eating getting nutrient food needed research discovered intermittent fasting needing calorie deficit 2 half week ago looking app help calorie deficit came across loseit loved feature ability snap scan food easy app use functionality everything well great review tried since downloading ive already lost 9 lb within 2 half week thats say loseit accountability partner thats feel like happy found loseit use lifetime,accountability partner,5
2025-06-13 04:02:02-07:00,kosugii,really help accountability push stay track also increase knowledge many calorie common food contain,keep accountable,5
2025-06-12 20:36:02-07:00,lanu1993,love feature app qualm convoluted feel wish simpler less cluttered way view info option changing app icon,excellent app need ui revamp,4
2025-06-12 19:24:09-07:00,senerchacha,hardly ever write review recently put situation needed get serious health 40 year old weight coming tried several program successfully lost weigh former year soon stopped paying stopped paying attention weight crept back brought friend like app tailor make program give ample time learn use find feature helpful create recipe practice tracking automatically syncs apple watch give work bonus well app allows eat want eat day want fat cookie find way work allowed calorie budget point trick make continue pay 40 year significantly less competition allows sustainable way eat real food like way melting pound,love app,5
2025-06-12 11:21:38-07:00,nikki1947384,definitely convenient dont type nutrition detail everything eat even verified food nutrition inaccurate something even scanned label nutrition said 29g sat fat really 2 question everything scan go back check anyway doesnt save time,inaccurate,2
2025-06-12 10:23:16-07:00,harveydent89,given choice opt solicitation notification,useless notification,1
2025-06-12 08:30:48-07:00,prellezok,horrible app take ur money,horrible,1
2025-06-12 05:59:45-07:00,citrak,ive used lose year usually cutting weight tournament tracking keep weight maintenance get older way track say snap scan never easier track thanks continual update developer,peak usability,5
2025-06-12 03:21:16-07:00,sldrsed,paid 70 lifetime subsection pitching glp1 way make even user account,paid lifetime noad subscription get constant ad within app sell glp1 stopppp,1
